g6g5 231 rnbakabnr/9/1c5c1/p1p1p1p1p/9/2P6/P3P1P1P/1C5C1/9/RNBAKABNR b - - 0 1
c6c5 231 rnbakabnr/9/1c5c1/p1p1p1p1p/9/6P2/P1P1P3P/1C5C1/9/RNBAKABNR b - - 0 1
g6g5 220 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C4NC1/9/RNBAKAB1R b - - 0 1
c6c5 220 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1CN4C1/9/R1BAKABNR b - - 0 1
c3c4 215 1rbakabnr/9/2n4c1/p1p1p1p1p/9/9/PcP1P1P1P/2N1C2C1/9/1RBAKABNR w - - 0 4
g3g4 215 rnbakabr1/9/1c4n2/p1p1p1p1p/9/9/P1P1P1PcP/1C2C1N2/9/RNBAKABR1 w - - 0 4
c6c5 214 1rbakabnr/9/1cn4c1/p1p1p1p1p/9/6P2/P1P1P3P/2N1C2C1/9/R1BAKABNR b - - 0 3
g6g5 214 rnbakabr1/9/1c4nc1/p1p1p1p1p/9/2P6/P3P1P1P/1C2C1N2/9/RNBAKAB1R b - - 0 3
b0c2 208 rnbakabnr/9/1c5c1/p1p1p3p/6p2/2P6/P3P1P1P/1C5C1/9/RNBAKABNR w - - 0 2
h0g2 208 rnbakabnr/9/1c5c1/p3p1p1p/2p6/6P2/P1P1P3P/1C5C1/9/RNBAKABNR w - - 0 2
c6c5 207 r1bakabnr/9/1cn4c1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/R1BAKABNR b - - 0 2
g6g5 207 rnbakab1r/9/1c4nc1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB1R b - - 0 2
c3c4 201 1rbaka2r/9/1cn1b1n2/p3p2cp/2p3p2/1R7/P1P1P1P1P/2N1C1NC1/8R/2BAKAB2 w - - 0 8
h2h4 201 1rbakab1r/9/1cn3nc1/p3p1p1p/2p6/6P2/P1P1P3P/2N1C1NC1/9/R1BAKAB1R w - - 0 5
b2b4 201 r1bakabr1/9/1cn3nc1/p1p1p3p/6p2/2P6/P3P1P1P/1CN1C1N2/9/R1BAKAB1R w - - 0 5
g3g4 201 r2akabr1/9/2n1b1nc1/pc2p3p/2p3p2/7R1/P1P1P1P1P/1CN1C1N2/R8/2BAKAB2 w - - 0 8
h9g7 201 rnbakabnr/9/1c5c1/p1p1p1p1p/9/2P6/P3P1P1P/1C5C1/9/RNBAKABNR b - - 0 1
b9c7 201 rnbakabnr/9/1c5c1/p1p1p1p1p/9/6P2/P1P1P3P/1C5C1/9/RNBAKABNR b - - 0 1
i9h9 195 r1bakab1r/9/1cn3nc1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKABR1 b - - 0 3
a9b9 195 r1bakab1r/9/1cn3nc1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/1RBAKABNR b - - 0 3
g7h5 175 1rbakab1r/9/1cn3nc1/p1p1p4/6p1p/2P6/P3P1P1P/2N1C1C1N/9/1RBAKAB1R b - - 0 6
c7b5 175 r1bakabr1/9/1cn3nc1/4p1p1p/p1p6/6P2/P1P1P3P/N1C1C1N2/9/R1BAKABR1 b - - 0 6
a0a1 174 1rbakab1r/9/1cn3nc1/p3p1p1p/2p6/6P2/P1P1P3P/2N1C1NC1/9/R1BAKAB1R w - - 0 5
c3c4 174 2bakabnr/5r3/2n1c2c1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C1NC1/9/1RBAKAB1R w - - 0 5
i0i1 174 r1bakabr1/9/1cn3nc1/p1p1p3p/6p2/2P6/P3P1P1P/1CN1C1N2/9/R1BAKAB1R w - - 0 5
g3g4 174 rnbakab2/3r5/1c2c1n2/p1p1p1p1p/9/9/P1P1P1P1P/1CN1C1N2/9/R1BAKABR1 w - - 0 5
h2i2 171 1rbak1b1r/c3a4/2n3nc1/p1R1p1p1p/2p6/6P2/P1P1P3P/2N1C1NC1/9/2BAKAB1R w - - 0 8
b2a2 171 r1b1kabr1/4a3c/1cn3n2/p1p1p1R1p/6p2/2P6/P3P1P1P/1CN1C1N2/9/R1BAKAB2 w - - 0 8
b2f2 169 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C5C1/9/RNBAKABNR w - - 0 1
h2d2 169 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C5C1/9/RNBAKABNR w - - 0 1
g3g4 168 r1bakabnr/9/1cn2c3/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKAB1R w - - 0 3
c3c4 168 rnbakab1r/9/3c2nc1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/R1BAKABNR w - - 0 3
g6g5 163 1rbakab1r/9/1cn3nc1/pR2p1p1p/2p6/9/P1P1P1P1P/2N1C1NC1/9/2BAKAB1R b - - 0 5
c6c5 163 r1bakabr1/9/1cn3nc1/p1p1p2Rp/6p2/9/P1P1P1P1P/1CN1C1N2/9/R1BAKAB2 b - - 0 5
c6c5 162 rn1akabnr/9/2c1b2c1/p1p1p1p1p/9/2P6/P3P1P1P/1C2C1N2/9/RNBAKAB1R b - - 0 3
g6g5 162 rnbaka1nr/9/1c2b1c2/p1p1p1p1p/9/6P2/P1P1P3P/2N1C2C1/9/R1BAKABNR b - - 0 3
b7f7 159 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C2B2C1/9/RN1AKABNR b - - 0 1
h7d7 159 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C2B2C1/9/RNBAKA1NR b - - 0 1
i0h0 158 rn1akabnr/9/2c1b2c1/p3p1p1p/2p6/2P6/P3P1P1P/1C2C1N2/9/RNBAKAB1R w - - 0 4
b0a2 158 rn1akabnr/9/2c1b2c1/p3p1p1p/9/2p6/P3P1P1P/1C2C1N2/9/RNBAKABR1 w - - 0 5
a0b0 158 rnbaka1nr/9/1c2b1c2/p1p1p3p/6p2/6P2/P1P1P3P/2N1C2C1/9/R1BAKABNR w - - 0 4
h0i2 158 rnbaka1nr/9/1c2b1c2/p1p1p3p/9/6p2/P1P1P3P/2N1C2C1/9/1RBAKABNR w - - 0 5
b4c4 156 1rbaka2r/9/1cn1b1n2/p3p2cp/6p2/1Rp6/P3P1P1P/2N1C1NC1/8R/2BAKAB2 w - - 0 9
b7b3 156 1rbakabnr/9/1cn4c1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/1RBAKABNR b - - 0 3
b0b4 156 1rbakabr1/9/1cn3n2/p3p1p1p/2p6/9/P1P1P1PcP/2N1C1C1N/9/1RBAKABR1 w - - 0 7
h0h4 156 1rbakabr1/9/2n3nc1/p1p1p3p/6p2/9/PcP1P1P1P/N1C1C1N2/9/1RBAKABR1 w - - 0 7
h4g4 156 r2akabr1/9/2n1b1nc1/pc2p3p/2p6/6pR1/P1P1P3P/1CN1C1N2/R8/2BAKAB2 w - - 0 9
h7h3 156 rnbakabr1/9/1c4nc1/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKABR1 b - - 0 3
g3g4 154 r1bakab1r/9/1cn2cn2/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKABR1 w - - 0 4
c3c4 154 r1bakab1r/9/2nc2nc1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/1RBAKABNR w - - 0 4
h0g2 153 r1bakabnr/9/1cn4c1/p1p1p1p1p/9/6P2/P1P1P3P/1C5C1/9/RNBAKABNR w - - 0 2
b0c2 153 rnbakab1r/9/1c4nc1/p1p1p1p1p/9/2P6/P3P1P1P/1C5C1/9/RNBAKABNR w - - 0 2
b0b6 152 1rbakabr1/9/1cn3n2/p1p1p3p/6p2/9/P1P1P1PcP/N1C1C1N2/9/1RBAKABR1 w - - 0 7
h0h6 152 1rbakabr1/9/2n3nc1/p3p1p1p/2p6/9/PcP1P1P1P/2N1C1C1N/9/1RBAKABR1 w - - 0 7
b0c2 151 1rbakabnr/9/1cn4c1/p1p1p1p1p/9/2P6/P3P1P1P/4C2C1/9/RNBAKABNR w - - 0 3
h6g6 151 1rbakabr1/9/2n3n1c/p3p1pRp/2p6/9/PcP1P1P1P/2N1C1C1N/9/1RBAKAB2 w - - 0 8
b6c6 151 1rbakabr1/9/c1n3n2/pRp1p3p/6p2/9/P1P1P1PcP/N1C1C1N2/9/2BAKABR1 w - - 0 8
h0g2 151 rnbakabr1/9/1c4nc1/p1p1p1p1p/9/6P2/P1P1P3P/1C2C4/9/RNBAKABNR w - - 0 3
h9g7 150 1rbakabnr/9/1cn4c1/p3p1p1p/2p6/6P2/P1P1P3P/2N1C1NC1/9/R1BAKAB1R b - - 0 4
b9c7 150 rnbakabr1/9/1c4nc1/p1p1p3p/6p2/2P6/P3P1P1P/1CN1C1N2/9/R1BAKAB1R b - - 0 4
b2d2 149 r1bakab1r/9/1cn2cn2/p1p1p1p1p/9/9/P1P1P1P1P/1C2C1N2/9/RNBAKABR1 w - - 0 4
b0a2 149 r1bakab1r/9/1cn2cn2/p3p1p1p/2p6/6P2/P1P1P3P/1C2C1N2/9/RNBAKABR1 w - - 0 5
h2f2 149 r1bakab1r/9/2nc2nc1/p1p1p1p1p/9/9/P1P1P1P1P/2N1C2C1/9/1RBAKABNR w - - 0 4
h0i2 149 r1bakab1r/9/2nc2nc1/p1p1p3p/6p2/2P6/P3P1P1P/2N1C2C1/9/1RBAKABNR w - - 0 5
b2d2 149 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C5C1/9/RNBAKABNR w - - 0 1
h2f2 149 rnbakabnr/9/1c5c1/p1p1p1p1p/9/9/P1P1P1P1P/1C5C1/9/RNBAKABNR w - - 0 1
g6g4 148 1rbakab2/9/2n3nrc/p3p1R1p/2p6/9/PcP1P1P1P/2N1C1C1N/9/1RBAKAB2 w - - 0 9
c6c4 148 2bakabr1/9/crn3n2/p1R1p3p/6p2/9/P1P1P1PcP/N1C1C1N2/9/2BAKABR1 w - - 0 9
h0g2 147 r1bakabnr/9/1cn4c1/p3p1p1p/2p6/6P2/P1P1P3P/1CN4C1/9/R1BAKABNR w - - 0 3
b0c2 147 rnbakab1r/9/1c4nc1/p1p1p3p/6p2/2P6/P3P1P1P/1C4NC1/9/RNBAKAB1R w - - 0 3
h0g2 147 rnbakabnr/9/1c1c5/p1p1p1p1p/9/9/P1P1P1P1P/1C2B2C1/9/RNBAKA1NR w - - 0 2
c3c4 147 rnbakabnr/9/1c5c1/p1p1p3p/6p2/9/P1P1P1P1P/1C4NC1/9/RNBAKAB1R w - - 0 2
g3g4 147 rnbakabnr/9/1c5c1/p3p1p1p/2p6/9/P1P1P1P1P/1CN4C1/9/R1BAKABNR w - - 0 2
b0c2 147 rnbakabnr/9/5c1c1/p1p1p1p1p/9/9/P1P1P1P1P/1C2B2C1/9/RN1AKABNR w - - 0 2
i9i8 143 rn1akabnr/9/2c1b2c1/p1p1p1p1p/9/2P6/P3P1P1P/1C2C1N2/9/RNBAKAB1R b - - 0 3
i9i8 143 rn1akabnr/9/2c1b2c1/p3p1p1p/9/2p6/P3P1P1P/NC2C1N2/9/R1BAKABR1 b - - 0 5
a9a8 143 rnbaka1nr/9/1c2b1c2/p1p1p1p1p/9/6P2/P1P1P3P/2N1C2C1/9/R1BAKABNR b - - 0 3
